0	inf
1000	1.067
2000	0.8065
3000	0.709333
4000	0.65925
5000	0.6344
6000	0.616167
7000	0.604714
8000	0.595875
9000	0.586222
10000	0.5797
11000	0.574545
12000	0.569417
13000	0.564077
14000	0.559
15000	0.5554
16000	0.55275
17000	0.551353
18000	0.549778
19000	0.549158
20000	0.5466
21000	0.545762
22000	0.545045
23000	0.543957
24000	0.54325
25000	0.5432
26000	0.542308
27000	0.541889
28000	0.540786
29000	0.540414
30000	0.539
31000	0.538677
32000	0.538
33000	0.536788
34000	0.536265
35000	0.535314
36000	0.535056
37000	0.534676
38000	0.534158
39000	0.534872
40000	0.534725
41000	0.534146
42000	0.533833
43000	0.534116
44000	0.533886
45000	0.533867
46000	0.533304
47000	0.533383
48000	0.532687
49000	0.532755
50000	0.53318
51000	0.533824
52000	0.533654
53000	0.533717
54000	0.533204
55000	0.533491
56000	0.533661
57000	0.533351
58000	0.533155
59000	0.532712
60000	0.532
61000	0.532213
62000	0.532081
63000	0.531873
64000	0.531703
65000	0.531354
66000	0.531182
67000	0.531149
68000	0.530956
69000	0.530797
70000	0.530814
71000	0.531197
72000	0.531097
73000	0.531041
74000	0.531014
75000	0.53096
76000	0.531158
77000	0.531286
78000	0.53109
79000	0.530671
80000	0.5305
81000	0.53063
82000	0.530378
83000	0.530253
84000	0.530143
85000	0.530071
86000	0.530035
87000	0.530034
88000	0.529693
89000	0.529865
90000	0.529678
91000	0.529725
92000	0.52975
93000	0.529796
94000	0.529149
95000	0.529126
96000	0.528885
97000	0.528608
98000	0.528418
99000	0.528596
100000	0.52864
101000	0.528713
102000	0.528735
103000	0.528748
104000	0.528587
105000	0.528571
106000	0.52866
107000	0.528673
108000	0.528574
109000	0.528734
110000	0.528745
111000	0.528622
112000	0.528723
113000	0.528717
114000	0.528763
115000	0.528887
116000	0.529103
117000	0.529094
118000	0.529034
119000	0.528983
120000	0.529083
121000	0.529033
122000	0.529057
123000	0.528772
124000	0.528734
125000	0.528768
126000	0.528667
127000	0.528583
128000	0.528586
129000	0.528457
130000	0.528462
131000	0.528344
132000	0.528182
133000	0.528053
134000	0.527836
135000	0.527985
136000	0.528037
137000	0.52808
138000	0.528145
139000	0.527993
140000	0.5278
141000	0.527681
142000	0.527725
143000	0.527706
144000	0.527708
145000	0.527662
146000	0.527685
147000	0.527823
148000	0.528014
149000	0.527872
150000	0.527693
151000	0.527629
152000	0.527579
153000	0.527477
154000	0.527357
155000	0.5274
156000	0.527327
157000	0.527459
158000	0.527456
159000	0.527421
160000	0.527438
161000	0.527447
162000	0.527457
163000	0.527429
164000	0.527402
165000	0.527358
166000	0.527325
167000	0.527305
168000	0.527339
169000	0.527343
170000	0.527376
171000	0.527339
172000	0.527279
173000	0.527133
174000	0.526931
175000	0.52692
176000	0.526795
177000	0.526684
178000	0.526556
179000	0.526598
180000	0.526639
181000	0.526801
182000	0.526841
183000	0.526956
184000	0.526973
185000	0.526919
186000	0.526898
187000	0.526909
188000	0.526984
189000	0.526915
190000	0.527005
191000	0.526984
192000	0.526922
193000	0.527026
194000	0.527
195000	0.526933
196000	0.526908
197000	0.526827
198000	0.526798
199000	0.526854
200000	0.52662
201000	0.526602
202000	0.526455
203000	0.526261
204000	0.526123
205000	0.526083
206000	0.526019
207000	0.525966
208000	0.525971
209000	0.525976
210000	0.526071
211000	0.526071
212000	0.526137
213000	0.526155
214000	0.526098
215000	0.52607
216000	0.526051
217000	0.526083
218000	0.526083
219000	0.526155
220000	0.526164
